               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  82,             0.02001,           0.0082609,            0.061803,             0.77826,             0.84643,             0.87103,             0.80801,           0.0064668,           0.0022333,            0.019189,            0.007327,            0.007327,            0.007327
                  83,            0.020209,           0.0083169,            0.061929,             0.77414,             0.85304,             0.87463,             0.81136,           0.0064386,           0.0022225,            0.018902,            0.007294,            0.007294,            0.007294
                  84,            0.020016,           0.0083183,            0.061877,             0.77979,             0.85419,             0.87797,               0.814,           0.0064198,            0.002214,            0.018625,            0.007261,            0.007261,            0.007261
                  85,            0.020068,           0.0083317,            0.060663,              0.7864,             0.85152,             0.88163,             0.81685,           0.0063933,           0.0022109,            0.018252,            0.007228,            0.007228,            0.007228
                  86,             0.02005,           0.0084026,            0.061179,             0.78405,             0.85961,             0.88438,             0.81992,             0.00641,           0.0022111,            0.017898,            0.007195,            0.007195,            0.007195
                  87,            0.020489,           0.0083541,            0.061847,             0.79576,             0.84603,             0.88529,             0.82051,           0.0063829,           0.0022121,            0.017683,            0.007162,            0.007162,            0.007162
                  88,            0.019712,           0.0083056,            0.059869,             0.78632,             0.85996,             0.88671,             0.82249,           0.0063772,            0.002211,            0.017427,            0.007129,            0.007129,            0.007129
                  89,            0.019969,           0.0083082,            0.060477,             0.80262,             0.85074,             0.88899,             0.82412,           0.0063671,           0.0022074,            0.017289,            0.007096,            0.007096,            0.007096
                  90,            0.019861,           0.0082817,            0.059626,             0.80036,             0.85933,             0.89091,             0.82672,           0.0063693,           0.0022133,            0.017029,            0.007063,            0.007063,            0.007063
                  91,            0.019936,           0.0083797,            0.058848,             0.79115,             0.87167,             0.89294,               0.829,           0.0063775,           0.0022159,            0.016826,             0.00703,             0.00703,             0.00703
                  92,            0.020169,           0.0082833,            0.058811,             0.80555,             0.85849,             0.89535,             0.83063,           0.0063922,           0.0022147,            0.016611,            0.006997,            0.006997,            0.006997
                  93,            0.020058,           0.0084189,             0.05833,             0.80067,             0.87074,             0.89791,             0.83359,           0.0063997,           0.0022201,            0.016436,            0.006964,            0.006964,            0.006964
                  94,            0.020051,           0.0083289,            0.059061,             0.79759,              0.8825,             0.89931,             0.83475,           0.0064023,           0.0022147,            0.016295,            0.006931,            0.006931,            0.006931
                  95,            0.020077,           0.0082981,            0.058378,             0.80242,              0.8794,             0.90009,              0.8361,           0.0063856,           0.0022159,            0.016206,            0.006898,            0.006898,            0.006898
                  96,            0.019791,           0.0083227,            0.058128,             0.80534,             0.88048,             0.90066,             0.83627,           0.0063819,           0.0022176,            0.016075,            0.006865,            0.006865,            0.006865
                  97,            0.020189,           0.0082299,            0.057768,             0.81243,             0.87281,             0.90126,             0.83724,           0.0063864,           0.0022145,             0.01597,            0.006832,            0.006832,            0.006832
                  98,             0.02005,           0.0083026,            0.057039,             0.81083,             0.88045,             0.90222,             0.83824,           0.0063947,           0.0022118,            0.015815,            0.006799,            0.006799,            0.006799
                  99,            0.019991,           0.0082037,            0.057033,             0.81219,             0.88316,             0.90372,             0.84018,            0.006407,           0.0022097,            0.015646,            0.006766,            0.006766,            0.006766
                 100,            0.020404,           0.0082704,            0.057014,             0.81375,             0.88553,             0.90573,             0.84201,           0.0064091,           0.0022106,            0.015502,            0.006733,            0.006733,            0.006733
